	date	time	tweet	label
74	2012-10-16 00:00:00	10:26:11-05:00	And Im Barack Obama Go Fk yourself America	-1
75	2012-10-16 00:00:00	10:03:51-05:00	Voters would rather leave a baby with Obama than Romney Imbecilna predizborna istraivanja se cont	2
76	2012-10-16 00:00:00	10:02:04-05:00	if i were amerian I would vote for Obama	1
77	2012-10-16 00:00:00	10:04:59-05:00	I highly doubt that after Barack we wont have another black president for a very long time	0
78	2012-10-16 00:00:00	09:37:15-05:00	I hate the fact that people feel every black person should support Obama simply because hes black	0
79	2012-10-16 00:00:00	09:21:07-05:00	Pshh Go on somewhere with that Obama shit	-1
80	2012-10-16 00:00:00	09:09:33-05:00	Obamas mentor as a teen and young adult was Frank Marshall Davis Look up that name real quick SketchyBusiness	0
81	2012-10-16 00:00:00	10:01:28-05:00	Obama World Only Of Israelis Think Obama Favors Israel Over The Palestinians	-1
82	2012-10-16 00:00:00	09:36:26-05:00	a very dirty incestuous relationship exists between Obama Clintons	-1
83	2012-10-16 00:00:00	09:39:46-05:00	Our future is in our own hands dont let that white mother fucka win vote Obama	1
84	2012-10-16 00:00:00	09:34:38-05:00	Koch brothers threaten to fire employees if Obama wins via	0
85	2012-10-16 00:00:00	10:15:19-05:00	hes worth b Obama wins hes loses millions in taxes Romney wins he gains millions He is obviously objective Bias article	2
86	2012-10-16 00:00:00	09:54:11-05:00	Obama needs a great performance He could flip back VA and CO or lose OH tonight This is where I have the race	0
87	2012-10-16 00:00:00	09:52:09-05:00	What war the one on women I thought Obama ended the war on terror Wasnt Fort Hood shooting just workplace violence	-1
88	2012-10-16 00:00:00	09:55:47-05:00	last campaign Obama had Yes we can change	0
89	2012-10-16 00:00:00	10:26:24-05:00	This is an amazing list of Obamas economic failures Note one type dropped a zero on median home price in Detroit	-1
90	2012-10-16 00:00:00	09:57:26-05:00	I predict that Obama will channel Joe in debate and will fall even further in polls	0
91	2012-10-16 00:00:00	10:01:38-05:00	Hillary is just another bump in the road under the Obama runaway bus	-1
92	2012-10-16 00:00:00	09:14:12-05:00	Susan Rice No My Comments About the Video Werent Influenced by Obama Campaign TeaParty TCOT RESIST	0
93	2012-10-16 00:00:00	10:28:34-05:00	Pres Obama tonights debate I never ate that dog Fluffy What does Woof mean Romney Ill air out a dog but I wont eat him	2
94	2012-10-16 00:00:00	09:35:38-05:00	I have tremendous faith in Pres Obama Hes not let me in particular down once Ill always have his back no matter what	1
95	2012-10-16 00:00:00	09:15:08-05:00	ACSpollen GENIUS Obamas Changes You have to watch this ComedyGold tcot This is great	0
96	2012-10-16 00:00:00	09:35:02-05:00	Obama Biden keep saying were more respected in the world but we cant get N Korea to the table Come on	-1
97	2012-10-16 00:00:00	09:21:40-05:00	Sheesh lying is all he can do right Obama Falsely Claim We Got Back Every Dime Of Bailout Money On Same Day CBO Reports Billion Loss	-1
98	2012-10-16 00:00:00	09:26:59-05:00	RT Every grandparent who has an Obama sticker on their car ought to have an I hate my grandkids sticker just underneath it	-1
99	2012-10-16 00:00:00	09:28:30-05:00	No matter which way Obama attempts bloviate out of it tonight he has baggage Americans are living it Can not talk his way out of that	-1
100	2012-10-16 00:00:00	10:12:21-05:00	and tonights debate isnt going to help Obama in any way	0
101	2012-10-16 00:00:00	09:59:53-05:00	obama Is the actual safest	0
102	2012-10-16 00:00:00	10:27:54-05:00	Obama may not be a Socialist in the strict dictionary definition but he is sure heading the country in that direction Is that what we want	-1
103	2012-10-16 00:00:00	09:23:49-05:00	Obama tonight I wanna see less King and more Malcolm debate	0
104	2012-10-16 00:00:00	09:33:58-05:00	How Obamas Fuel Standards Are Shaping The Future of Transportation	0
105	2012-10-16 00:00:00	09:59:04-05:00	Pressure on Obama to check Romney surge at NY debate Fox News blacknews	2
106	2012-10-16 00:00:00	09:19:42-05:00	Thanks Obama for no classes today	1
107	2012-10-16 00:00:00	09:21:44-05:00	I wont believe its real until Ross produces supporting charts Ross Perot Endorses Mitt Romney For President	0
108	2012-10-16 00:00:00	09:11:17-05:00	Now Obamas promises remind me of the high school kid running for class president who will put a Coke machine in the cafeteria	-1
109	2012-10-16 00:00:00	09:32:33-05:00	Showed picture of Obama to my yr class Lots knew name but none knew what he did Could all name one direction but didnt know Olympians	0
110	2012-10-16 00:00:00	10:02:27-05:00	He is not a man with strong personal or professional convictions is resume builder Dont pimp America go on cruise	0
111	2012-10-16 00:00:00	10:11:13-05:00	BARACK DOWN WIT THE TITS Obama	0
112	2012-10-16 00:00:00	10:02:01-05:00	I banned CNN in my house a long time ago This proves why CNN Host Goes to Battle for Obama	0
113	2012-10-16 00:00:00	09:33:47-05:00	Romney or Obama OBAMA O B A M A	1
114	2012-10-16 00:00:00	09:59:13-05:00	of Green Energy loans went to Obama donors A At least of these green energy companies went bust tcot	-1
115	2012-10-16 00:00:00	10:04:29-05:00	Kareen Obama cant win again white people will be FURIOUS Thats just asking for his kids to get kidnapped	-1
116	2012-10-16 00:00:00	09:59:37-05:00	The only way ObamaDems can win is fraud Voter Fraud Is the Way to Americas Destruction Chuck Norris Page	-1
117	2012-10-16 00:00:00	09:43:10-05:00	GO Obama Hoy nos desquitamos	0
118	2012-10-16 00:00:00	09:32:38-05:00	if Romney gets smart tonight Obama should just slowly walk over and uppercut him	2
119	2012-10-16 00:00:00	09:23:20-05:00	Obama gettin my vote just cause hes BLACK and idgaf	1
120	2012-10-16 00:00:00	09:58:33-05:00	If obama can do it so can i	0
121	2012-10-16 00:00:00	09:05:10-05:00	RT Just days until Election Day if youre ready to cheer on President Obama in tonights debate TeamObamaBiden	1
122	2012-10-16 00:00:00	09:15:54-05:00	Armed Forces Show Overwhelming Support for Obama OpenSecrets Blog OpenSecrets	1
123	2012-10-16 00:00:00	10:18:01-05:00	President Obama what are some of the policies over the last years that were blocked by Congress that could have helped	-1
124	2012-10-16 00:00:00	10:18:19-05:00	Obama will try to bend town hall debate format to his advantage	0
125	2012-10-16 00:00:00	09:07:04-05:00	Dick Morris Momentum has shifted toward Romney because of strategic error by Obama campaign	2
126	2012-10-16 00:00:00	10:16:04-05:00	DebatePredictions Big Bird wont save Obama from looking like a total embarrassment in regards to the Benghazi coverup	-1
127	2012-10-16 00:00:00	09:37:06-05:00	Something we all knew Obama doesnt really like people This is why he can throw people under the bus so easily	-1
128	2012-10-16 00:00:00	09:46:06-05:00	Im hoping tonight Obama goes all WuTang Clan on Romney	2
129	2012-10-16 00:00:00	09:04:05-05:00	Top Reasons via you tube clearly states the agenda of Obama	0
130	2012-10-16 00:00:00	09:28:31-05:00	I love how the polls are reported by the news when Obama was in the lead they were saying how important they were and now	0
131	2012-10-16 00:00:00	10:04:34-05:00	Senate hopeful Thompsons son says send Obama back to Kenya Yahoo News via	-1
132	2012-10-16 00:00:00	09:39:19-05:00	Get Obama out Let Romney in	2
133	2012-10-16 00:00:00	10:22:22-05:00	If everyone was able to vote for Obama vs Romney and you chose to vote for Romney I would never speak to you again	1
134	2012-10-16 00:00:00	10:19:18-05:00	Obama had to okay HillaryClinton going on air to take responsibility bottom line If he had any loyalty to her he wouldnt have agreed	-1
135	2012-10-16 00:00:00	09:22:33-05:00	And when you are justifying actions of the worlds most dreaded terrorist Obama you are taking side of terrorism Fail	-1
136	2012-10-16 00:00:00	10:25:50-05:00	If I ever have kids I will tell them how Barack Obama was a terrible president	-1
137	2012-10-16 00:00:00	09:22:59-05:00	Obama is mins away Driving thru LI Wont be a good look on this day	0
138	2012-10-16 00:00:00	09:37:34-05:00	Obama will lose the debate tonight Lies cover ups and no leadership will do him in again	-1
139	2012-10-16 00:00:00	10:22:00-05:00	Today in Barack Obama Misled in Debate on Born Alive Infants Protection Act Abortion prolife	-1
140	2012-10-16 00:00:00	09:56:14-05:00	Scholastic news has Obama winning again Theyve only been wrong in elections but has been right since nixon	0
141	2012-10-16 00:00:00	09:57:54-05:00	I hope ppl are smarter than im voting for the Obama cuz hes black Do u knw why u r voting for the black guy or u just are	0
142	2012-10-16 00:00:00	09:36:30-05:00	Some may feel like Obama has this in the bag especially in MD but never get comfortable Not until every last damn vote is accounted for	0
143	2012-10-16 00:00:00	10:18:11-05:00	The Obama Puppet will perform for you for the Top Obama Conspiracy Videos at	-1
144	2012-10-16 00:00:00	09:23:39-05:00	wrong Reagan and JFK did it and Reagan inherited a worse economy than Obama did	0
145	2012-10-16 00:00:00	10:01:51-05:00	Reporter Are you aware Michelle voted for you yesterday Obama turning to yell back Thank goodness	0
146	2012-10-16 00:00:00	09:16:28-05:00	Obama delivered pizza to volunteer campaign workers this weekend Hes obviously preparing for life in the private sector	-1
147	2012-10-16 00:00:00	10:22:55-05:00	I voted for President Obama last time around and Im very disappointed in his job Hes been a pisspoor president Thanks	-1
148	2012-10-16 00:00:00	10:20:23-05:00	US ELECTIONS Pressure on Obama ahead of rematch with Romney	2
149	2012-10-16 00:00:00	10:30:00-05:00	Obama will unleash his alter ego Superpimp for the debatelast time he forgot his pimp cane and hat and held back superpimp	0
150	2012-10-16 00:00:00	10:01:42-05:00	Hey Obama Suck my ass too	-1
151	2012-10-16 00:00:00	10:24:54-05:00	Obamas moving forces in position to attack terrorists while Ryan washes clean pots Romney will tell Obama man up	2
152	2012-10-16 00:00:00	10:23:17-05:00	Smart women know when Obama said his policies would cause energy prices to skyrocket he meant it	-1
153	2012-10-16 00:00:00	09:36:03-05:00	Getting excited for Obamas visit tomorrow Then read this	0
154	2012-10-16 00:00:00	10:08:58-05:00	RT I would like to reiterate that can answer anything Obama says tomorrow with Libya and Trillion DebatePrep	-1
155	2012-10-16 00:00:00	09:04:55-05:00	Can Obama find an Intelligence Patsy to take blame for bogus video excuse for Benghazi attack tcot p obama Lies	-1
156	2012-10-16 00:00:00	09:58:31-05:00	the closer it gets to the election the more obama wants to prove that he will fight for	0
157	2012-10-16 00:00:00	10:12:18-05:00	Former Aide on Obama Stunning that Hes in Politics Because He Really Doesnt Like People via OUCH	-1
158	2012-10-16 00:00:00	10:28:49-05:00	shes trying to take flak for obama since hes trying to get reelected	-1
159	2012-10-16 00:00:00	09:54:56-05:00	So Obama promises to cut the deficit spend a bunch of money on education and green energy and create jobs Where have I heard this before	-1
160	2012-10-16 00:00:00	10:27:06-05:00	Good luck Obama drink a bit of what biden drank last week	1
161	2012-10-16 00:00:00	10:10:52-05:00	Hello Under Bush Americans killed by Al Quada on American soil Under Obama Americans killed in Libya Next Question	0
162	2012-10-16 00:00:00	09:43:03-05:00	Taxes are ridiculous My monthly paycheck is whittled down to Id like to tell Obama what I told Kevin Rogers	0
163	2012-10-16 00:00:00	09:00:33-05:00	Who is terrorist Syria US OWS Obama	0
164	2012-10-16 00:00:00	09:41:57-05:00	Obama is too fine	1
165	2012-10-16 00:00:00	10:21:41-05:00	People love to say You only voting for Obama cause he is Blackwell you only voting against him bc he is Black thenlol	0
166	2012-10-16 00:00:00	10:20:40-05:00	RT WI GOP mailer Obama didnt build that comment means he believes government builds businesses False	0
167	2012-10-16 00:00:00	09:44:16-05:00	Celebrities help Obama make his closing argument	0
168	2012-10-16 00:00:00	09:33:11-05:00	I love when people are so passionate about politics Obama is gonna fuck up this country Im all like dude let me eat my burrito in peace	0
169	2012-10-16 00:00:00	09:58:57-05:00	Not true Murray Obama is lying about Mitt Even the liberal media have called him on it In reality Its Obama raising taxes	-1
170	2012-10-16 00:00:00	09:55:05-05:00	Very Obama	0
171	2012-10-16 00:00:00	10:27:09-05:00	yes i think he will come out against obama really start to look for leak docs if obama made a deal with hillary it will be like	0
172	2012-10-16 00:00:00	10:17:55-05:00	Haha my doctor is one cool ass dude swear he was just talking shit on my mom and being obama supporters lmao	0
173	2012-10-16 00:00:00	10:02:20-05:00	Fuck communism fuck FDR fuck Obama	-1
174	2012-10-16 00:00:00	09:47:38-05:00	Dear president Obama why dont you stop by my house on your way back from Hofstra Ive got a few suggestions for you	0
175	2012-10-16 00:00:00	09:56:16-05:00	I feel fabulous Look at this beautiful day President Obama when asked how he was feeling about tonight per pool	0
176	2012-10-16 00:00:00	09:50:51-05:00	There was no quick fix to the devastating country that Busg gave to Obama	2
177	2012-10-16 00:00:00	09:59:10-05:00	is absolutely right it will be a nightmare for if Obama is reelected	-1
178	2012-10-16 00:00:00	10:29:28-05:00	Prediction no matter what happens in tonights debate obama will be pronounced winner Progmedia stories have already been written tcot	0
179	2012-10-16 00:00:00	09:26:02-05:00	Most politicians fail But Obama Mr HHSMandate Where do you get yr info Guttmacher prochoice prolife	0
180	2012-10-16 00:00:00	09:44:40-05:00	Why Obama is likely to blow the second debate too	-1
181	2012-10-16 00:00:00	10:29:36-05:00	How bad is Obamas economy Our GDP growth is worse than Cuba Unemployment	-1
182	2012-10-16 00:00:00	09:57:16-05:00	I hope Obama shows up this time so the left wont have to make excuses like the altitude or race as the reason why teleprompterman failed	-1
183	2012-10-16 00:00:00	10:00:58-05:00	Uninstalling Obama complete THANKGOD tcot debate RR p obama	-1
184	2012-10-16 00:00:00	09:14:01-05:00	The President needs to channel a little Biden For tonights debate he needs to go from Obama to OBama	0
185	2012-10-16 00:00:00	09:10:00-05:00	Obama hasnt done shit in four years but Romneys fucking crazy Hmmmwho to choose	2
186	2012-10-16 00:00:00	09:43:32-05:00	Obama it is not about being aggressive it is about connecting Tonight people will be watching to see if you are engaged at all debate	0
187	2012-10-16 00:00:00	09:57:51-05:00	Misanthrope ObamaFormer Aide on ObamaStunning that Hes in Politics Because He Really Doesnt Like People	-1
188	2012-10-16 00:00:00	09:55:24-05:00	My President Is BLACK My Twitter Is BLUE Im Voting For OBAMA The Fuck Romeny Gonna DO	2
189	2012-10-16 00:00:00	10:05:30-05:00	President Obama has real solutions to problems we are facing Mitt just makes stuff up as he goes along	2
190	2012-10-16 00:00:00	09:21:48-05:00	Join me in supporting Support President Obama and Senate Democrats via	1
191	2012-10-16 00:00:00	09:48:10-05:00	You mean you didnt get an ObamaStarbucks card	0
192	2012-10-16 00:00:00	10:22:51-05:00	I certainly hope Government Transparency comes up tonight Does anyone believe the Obama Admin has been transparent	-1
193	2012-10-16 00:00:00	10:22:30-05:00	Obamas Got Problems via	0
194	2012-10-16 00:00:00	10:17:04-05:00	H Ross Perot We cant afford Obama The Des Moines Register RomneyRyan NoBama ObamaIsntWorking	-1
195	2012-10-16 00:00:00	10:25:18-05:00	On Youtube you can skip Obamas Ads but not Romneys How foul is that	0
196	2012-10-16 00:00:00	09:55:25-05:00	RT Obama loves America like OJ loved Nicole Obama tcot	-1
197	2012-10-16 00:00:00	09:11:50-05:00	america if you dont want obama can the uk pls have him we can look after him	0
198	2012-10-16 00:00:00	09:05:00-05:00	Praying for President Obama America to WIN tonights debate the election Romney wd DEVASTATE the US worse than Bush Obama	2
199	2012-10-16 00:00:00	09:30:36-05:00	Nooo sad They shot a school girl on the head for supporting Obama EISH	0
200	2012-10-16 00:00:00	09:33:22-05:00	Obama doubles down on deceit fraudlying coverup by invoking exec privilege	-1
201	2012-10-16 00:00:00	09:55:04-05:00	this is sweet Obama and his crew have no issues with stabbing this baby in the head and killing it wakeupamerica	-1
202	2012-10-16 00:00:00	09:15:21-05:00	Yes Obama plan is full of details as soon as we see a plan	-1
203	2012-10-16 00:00:00	09:42:14-05:00	U already know one black people get in they take take over just look at sports Same thing with the office OBAMA FOR MORE YEARS	1
204	2012-10-16 00:00:00	09:53:37-05:00	What President Obama and his Jobs Council are doing to create jobs Republicans have stood and blocked PBO jobs plan	1
205	2012-10-16 00:00:00	09:39:32-05:00	Tell to call out Mitts lies at Tues debate people die wo health insurance hcr p	2
206	2012-10-16 00:00:00	09:59:42-05:00	Obama endorses failed oneway streets and mindsets	-1
207	2012-10-16 00:00:00	10:06:22-05:00	Obama sorta already has it Its not a hood voice at all	0
208	2012-10-16 00:00:00	09:51:56-05:00	Obama is great at math he divides the country subtracts jobs adds debt multiplies misery	-1
209	2012-10-16 00:00:00	09:01:41-05:00	Hillary fell on the Sword for Obama or did she tcot Benghazi AMphonecall	0
210	2012-10-16 00:00:00	10:19:20-05:00	Hillary falls on the swordbut Buck stops on Obamas desk O thats right he was in Las Vegas at a fund raiser the day after people died	-1
211	2012-10-16 00:00:00	10:17:55-05:00	I find it pretty cool that Obama is visiting little ole Athens Ohio and Ohio University No ones heard of Athens on my TL probably	0
212	2012-10-16 00:00:00	10:26:13-05:00	Who said this Do you have the link This is exactly what I think of Obama Barack Obama does not care about people	-1
213	2012-10-16 00:00:00	09:22:49-05:00	Why have gasoline prices doubled under Obama This billboard says it all tcot teaparty	-1
214	2012-10-16 00:00:00	09:05:35-05:00	Obama travel plans show map is wide open	0
215	2012-10-16 00:00:00	09:51:39-05:00	Is Paid for by Obama Victory Fund supposed to send a positive message	0
216	2012-10-16 00:00:00	09:57:11-05:00	No Drama Vote Obama hoodies at Obama	0
217	2012-10-16 00:00:00	09:36:48-05:00	Im confident Obama helps FightForJobs and will continue to FightForJobs	1
218	2012-10-16 00:00:00	10:23:44-05:00	why because obama will be able to back pedal	-1
219	2012-10-16 00:00:00	09:16:51-05:00	p obama needs a miracle and these New democrats dont believe in God no more tcot PA MN IL CA NY wiunion tommyforWI VA CO	-1
220	2012-10-16 00:00:00	09:18:08-05:00	Too early to say So if Obama doesnt do well today are yall going to riot	0
221	2012-10-16 00:00:00	09:46:22-05:00	ExObama Aide Stunning that hes in politics because he really doesnt like people p tcot	-1
222	2012-10-16 00:00:00	10:00:06-05:00	Herald Many Obama Supporters for Brown are actually homeless people being paid to campaign	-1
223	2012-10-16 00:00:00	09:48:49-05:00	Seriously what kind of magic will he conjure up in order to fix what Obama has broken mittens	-1
224	2012-10-16 00:00:00	09:33:02-05:00	Obama is going to lose tonights debate p tcot	-1
225	2012-10-16 00:00:00	09:51:10-05:00	can you outline specifically your gripes about BO Im no Obama apologist but hes positively Churchillian in comparison	0
226	2012-10-16 00:00:00	09:54:14-05:00	NeverForget Obama Admitted to Lying tiot p God	-1
227	2012-10-16 00:00:00	09:50:58-05:00	President Barack Obama Weighs In on Mariah CareyNicki Minaj Feud president barack obama has better things to do im sure	0
228	2012-10-16 00:00:00	09:40:51-05:00	WHO are you going to BELIEVE A CERTIFIED LIAR OBAMA Or the RICH GUY ROMNEY Ill go with the RICH GUY LOL tcot	2
229	2012-10-16 00:00:00	10:02:23-05:00	I will be voting for Mitt Romney thanks	-1
230	2012-10-16 00:00:00	10:25:55-05:00	Just heard Honey Boo Boo supports Obama thankgoodness	0
231	2012-10-16 00:00:00	09:50:41-05:00	RT When Obama was elected president I cried so did the white guy next to	0
232	2012-10-16 00:00:00	09:00:52-05:00	MSM will give obama WIN no matter what obama will make repeated focus on tax returns and LNYHBT	-1
233	2012-10-16 00:00:00	10:13:31-05:00	Obamas investment of your money in unsustainable green jobs continues	-1
234	2012-10-16 00:00:00	09:07:27-05:00	Obama better not suck in the debate tonightalso I just feel like sleeping That is all	0
