	date	time	tweet	label
181	2012-10-16 00:00:00	09:55:46-05:00	My guess is Romney tonight will preemptively call Obama a liar like he did the last time in order to cloud the truth during the debate	-1
182	2012-10-16 00:00:00	09:11:51-05:00	DOCChannel No I cringe when Romney speaks He is repugnant to me A criminal in candidates clothing	-1
183	2012-10-16 00:00:00	09:42:40-05:00	Romney is an idiot	-1
184	2012-10-16 00:00:00	09:43:12-05:00	Why Mitt Romneys million jobs math is rejected by the fact checkers	-1
185	2012-10-16 00:00:00	10:14:23-05:00	RomneyI thank you for your low paying life on the line in the Coal minesand I will make sure you do not have healthcare	-1
186	2012-10-16 00:00:00	10:07:37-05:00	Women who want to vote for Romney I dont understand	-1
187	2012-10-16 00:00:00	09:13:32-05:00	No fuckin way Mitt Romney did that	-1
188	2012-10-16 00:00:00	09:39:20-05:00	Surprise surprise Romneys new tax plan for jobs does not add up RomneyRyan Fail	-1
189	2012-10-16 00:00:00	09:43:37-05:00	Romneys Tax Plan Doesnt Add UpBut It Deserves a Second Look	-1
190	2012-10-16 00:00:00	10:10:18-05:00	I cannot for the life of me figure out why any women are voting for Romney Is there something I am missing	-1
191	2012-10-16 00:00:00	10:12:11-05:00	What weve been waiting for Mitt Romneys tax plan adds up to a tax hike for the middle class Heres the math	-1
192	2012-10-16 00:00:00	10:10:59-05:00	Really is As if he is not a criminal I mean just the fact that statehood is supported by Romney smh	-1
193	2012-10-16 00:00:00	10:28:51-05:00	StacyOlson no thanks Romney has my vote	1
194	2012-10-16 00:00:00	10:08:00-05:00	Romney enjoys abortion profits Tax Returns Reveal Investments In Stem Cell Research Plan B Chinese Oil prolife	-1
195	2012-10-16 00:00:00	09:18:35-05:00	Romneys jobs numbers are cobbled together from various reports on existing policies and trends that have nothing to do wRomneys plans	-1
196	2012-10-16 00:00:00	10:02:10-05:00	Mitt will be fine he has the truth on his side	1
197	2012-10-16 00:00:00	09:45:25-05:00	fcuk it im voting for Mitt Romney	1
198	2012-10-16 00:00:00	10:29:59-05:00	Heres hoping that Romney shines tonight I hope he does well	1
199	2012-10-16 00:00:00	10:10:36-05:00	When I say we live Upstate were not currently incarceratedhowever walled in we are by RomneyRyan signs	-1
200	2012-10-16 00:00:00	09:02:02-05:00	RT If you want to play a debate drinking game where you dont get drunk drink every time romney	0
201	2012-10-16 00:00:00	10:24:53-05:00	Romneys million jobs pledge is based on completely bogus math	-1
202	2012-10-16 00:00:00	09:58:33-05:00	Kick his ass tonight Mitt	1
203	2012-10-16 00:00:00	09:33:46-05:00	Confused about the Romney Tax Plan Details here debate	0
204	2012-10-16 00:00:00	09:54:31-05:00	romney He is this type of dick He published my personal aged pictures	0
205	2012-10-16 00:00:00	09:24:55-05:00	Romney cant even name ramen noodle flavors he dont know the struggle FucRomney	-1
206	2012-10-16 00:00:00	10:15:30-05:00	I much prefer bombastic furiously insulting absurdly based papers like Why Krugman is but a little twerp or WANTED Romneys brain	-1
207	2012-10-16 00:00:00	09:51:02-05:00	Romney central jobs argument exposed as fraudulent via p	-1
208	2012-10-16 00:00:00	09:47:23-05:00	Romneys grandpa was a pimp Lol he had wives kids He was a busy man	-1
209	2012-10-16 00:00:00	10:03:24-05:00	Still having trouble understanding Romneys tax plan but this is a good start	0
210	2012-10-16 00:00:00	10:11:56-05:00	HE WILL CONTROL YOUR EVERY MOVERomney drafted bill to allowing religious grp to ban gays from adopting children	-1
211	2012-10-16 00:00:00	09:03:50-05:00	if Romney win Im no longer wearing nice clothes or driving a nissan Im downgrading to a Kia wearing Colombia wrangler jeans idc Idc	-1
212	2012-10-16 00:00:00	10:21:18-05:00	Romney named Walid Phares radical Islamophobe tied to militia that committed atrocities to his foreign policy team	-1
213	2012-10-16 00:00:00	09:51:37-05:00	In Mitt Romney was arrested for using large blocks of ice to slide down the slopes of a golf course Hes going to hell	-1
214	2012-10-16 00:00:00	09:27:20-05:00	This dude n class just piss me off talking bout the Vice President debate talking bout Biden was rude and stuff well what u think Romney did	-1
215	2012-10-16 00:00:00	09:08:09-05:00	MittRomney is a relentless baldfaced liar a sociopath a thing without a conscious the devil	-1
216	2012-10-16 00:00:00	09:09:54-05:00	Chuck OK Ill be here keeping count of Mitts lies if it take TWEETS LOL	-1
217	2012-10-16 00:00:00	10:22:27-05:00	Like Bush Willard Romney is also afraid of the women of The ViewAnn will be on thurs Hope they eat her alive	2
218	2012-10-16 00:00:00	09:15:41-05:00	This is funny When it comes to his trillion tax plan dont let Mitt Romney give you the runaround Details matter	-1
219	2012-10-16 00:00:00	09:20:12-05:00	Mitt Romney said that catching bin Laden would be insignificant and its not worth moving heaven and earth	-1
220	2012-10-16 00:00:00	09:18:10-05:00	I have no doubt that Mitt will do really well tonight Well all be watching MittRomney CANNOT WAIT RommeyRyan	1
221	2012-10-16 00:00:00	09:42:27-05:00	Fuck romney like I really dont like him his bitch ass he dont kno the struggle	-1
222	2012-10-16 00:00:00	09:54:26-05:00	But this world isnt perfect so Im off to north campus to listen to an hour and forty minutes of lame jokes and Romney bashing	-1
223	2012-10-16 00:00:00	09:32:46-05:00	Seriously the arithmetic issues in the Romney campaign are EPIC This analysis of his jobs numbers is just brutal	-1
224	2012-10-16 00:00:00	09:49:19-05:00	Mitt Romney is fake bro romneys million jobs is fake	-1
225	2012-10-16 00:00:00	09:33:28-05:00	Diane von Furstenberg Is Not Quite Sure How Ann Romney Ended Up Wearing One of Her Dresses	0
226	2012-10-16 00:00:00	09:40:33-05:00	AdWatch Mitt Romney is wrong for womens health RadioAttackAd von PPVotes warnt Frauen vor Romney uswahl	-1
227	2012-10-16 00:00:00	09:50:15-05:00	Cat Then call me sexist Im voting against Romney because hes a dick	-1
228	2012-10-16 00:00:00	09:10:35-05:00	vidJWhite Mitt will suck tonight because he will be around you peoplemittastrophe	-1
229	2012-10-16 00:00:00	09:40:02-05:00	Romneys tax plan doesnt add up but does it deserve a second look	-1
230	2012-10-16 00:00:00	09:02:10-05:00	mutt romney how about no viagra or early prostate exam untilled men are come on aint that fa	-1
